,COUNTYNAME,Year,Provisional Drug Overdose Deaths,Coordinates
292,Warren,2022,683,"[[[-83.977, 39.569], [-83.984, 39.5], [-84.007, 39.255], [-84.26, 39.27], [-84.262, 39.288], [-84.334, 39.293], [-84.353, 39.292], [-84.345, 39.383], [-84.337, 39.451], [-84.34, 39.456], [-84.332, 39.547], [-84.359, 39.544], [-84.365, 39.547], [-84.366, 39.59], [-84.292, 39.589], [-84.114, 39.578], [-83.977, 39.569]]]"
293,Warren,2023,513,"[[[-83.977, 39.569], [-83.984, 39.5], [-84.007, 39.255], [-84.26, 39.27], [-84.262, 39.288], [-84.334, 39.293], [-84.353, 39.292], [-84.345, 39.383], [-84.337, 39.451], [-84.34, 39.456], [-84.332, 39.547], [-84.359, 39.544], [-84.365, 39.547], [-84.366, 39.59], [-84.292, 39.589], [-84.114, 39.578], [-83.977, 39.569]]]"
294,Washington,2020,138,"[[[-81.283, 39.606], [-81.265, 39.606], [-81.266, 39.577], [-81.242, 39.579], [-81.034, 39.572], [-81.037, 39.54], [-81.074, 39.51], [-81.098, 39.487], [-81.124, 39.452], [-81.131, 39.446], [-81.169, 39.439], [-81.182, 39.431], [-81.204, 39.412], [-81.213, 39.389], [-81.22, 39.385], [-81.25, 39.388], [-81.273, 39.383], [-81.305, 39.369], [-81.349, 39.345], [-81.364, 39.341], [-81.384, 39.344], [-81.394, 39.353], [-81.406, 39.382], [-81.418, 39.398], [-81.433, 39.407], [-81.453, 39.409], [-81.464, 39.405], [-81.488, 39.38], [-81.515, 39.364], [-81.542, 39.354], [-81.553, 39.344], [-81.561, 39.309], [-81.565, 39.271], [-81.572, 39.267], [-81.596, 39.275], [-81.623, 39.275], [-81.65, 39.278], [-81.669, 39.275], [-81.686, 39.266], [-81.693, 39.254], [-81.689, 39.239], [-81.691, 39.223], [-81.721, 39.216], [-81.72, 39.271], [-81.818, 39.273], [-81.817, 39.302], [-81.835, 39.303], [-81.834, 39.317], [-81.853, 39.318], [-81.845, 39.45], [-81.825, 39.449], [-81.821, 39.494], [-81.783, 39.492], [-81.76, 39.488], [-81.76, 39.484], [-81.707, 39.482], [-81.705, 39.531], [-81.722, 39.531], [-81.723, 39.55], [-81.716, 39.564], [-81.717, 39.579], [-81.709, 39.586], [-81.689, 39.591], [-81.588, 39.587], [-81.474, 39.583], [-81.473, 39.646], [-81.452, 39.645], [-81.452, 39.631], [-81.413, 39.631], [-81.414, 39.616], [-81.395, 39.616], [-81.395, 39.601], [-81.357, 39.601], [-81.357, 39.593], [-81.283, 39.592], [-81.283, 39.606]]]"
295,Washington,2021,262,"[[[-81.283, 39.606], [-81.265, 39.606], [-81.266, 39.577], [-81.242, 39.579], [-81.034, 39.572], [-81.037, 39.54], [-81.074, 39.51], [-81.098, 39.487], [-81.124, 39.452], [-81.131, 39.446], [-81.169, 39.439], [-81.182, 39.431], [-81.204, 39.412], [-81.213, 39.389], [-81.22, 39.385], [-81.25, 39.388], [-81.273, 39.383], [-81.305, 39.369], [-81.349, 39.345], [-81.364, 39.341], [-81.384, 39.344], [-81.394, 39.353], [-81.406, 39.382], [-81.418, 39.398], [-81.433, 39.407], [-81.453, 39.409], [-81.464, 39.405], [-81.488, 39.38], [-81.515, 39.364], [-81.542, 39.354], [-81.553, 39.344], [-81.561, 39.309], [-81.565, 39.271], [-81.572, 39.267], [-81.596, 39.275], [-81.623, 39.275], [-81.65, 39.278], [-81.669, 39.275], [-81.686, 39.266], [-81.693, 39.254], [-81.689, 39.239], [-81.691, 39.223], [-81.721, 39.216], [-81.72, 39.271], [-81.818, 39.273], [-81.817, 39.302], [-81.835, 39.303], [-81.834, 39.317], [-81.853, 39.318], [-81.845, 39.45], [-81.825, 39.449], [-81.821, 39.494], [-81.783, 39.492], [-81.76, 39.488], [-81.76, 39.484], [-81.707, 39.482], [-81.705, 39.531], [-81.722, 39.531], [-81.723, 39.55], [-81.716, 39.564], [-81.717, 39.579], [-81.709, 39.586], [-81.689, 39.591], [-81.588, 39.587], [-81.474, 39.583], [-81.473, 39.646], [-81.452, 39.645], [-81.452, 39.631], [-81.413, 39.631], [-81.414, 39.616], [-81.395, 39.616], [-81.395, 39.601], [-81.357, 39.601], [-81.357, 39.593], [-81.283, 39.592], [-81.283, 39.606]]]"
296,Washington,2022,277,"[[[-81.283, 39.606], [-81.265, 39.606], [-81.266, 39.577], [-81.242, 39.579], [-81.034, 39.572], [-81.037, 39.54], [-81.074, 39.51], [-81.098, 39.487], [-81.124, 39.452], [-81.131, 39.446], [-81.169, 39.439], [-81.182, 39.431], [-81.204, 39.412], [-81.213, 39.389], [-81.22, 39.385], [-81.25, 39.388], [-81.273, 39.383], [-81.305, 39.369], [-81.349, 39.345], [-81.364, 39.341], [-81.384, 39.344], [-81.394, 39.353], [-81.406, 39.382], [-81.418, 39.398], [-81.433, 39.407], [-81.453, 39.409], [-81.464, 39.405], [-81.488, 39.38], [-81.515, 39.364], [-81.542, 39.354], [-81.553, 39.344], [-81.561, 39.309], [-81.565, 39.271], [-81.572, 39.267], [-81.596, 39.275], [-81.623, 39.275], [-81.65, 39.278], [-81.669, 39.275], [-81.686, 39.266], [-81.693, 39.254], [-81.689, 39.239], [-81.691, 39.223], [-81.721, 39.216], [-81.72, 39.271], [-81.818, 39.273], [-81.817, 39.302], [-81.835, 39.303], [-81.834, 39.317], [-81.853, 39.318], [-81.845, 39.45], [-81.825, 39.449], [-81.821, 39.494], [-81.783, 39.492], [-81.76, 39.488], [-81.76, 39.484], [-81.707, 39.482], [-81.705, 39.531], [-81.722, 39.531], [-81.723, 39.55], [-81.716, 39.564], [-81.717, 39.579], [-81.709, 39.586], [-81.689, 39.591], [-81.588, 39.587], [-81.474, 39.583], [-81.473, 39.646], [-81.452, 39.645], [-81.452, 39.631], [-81.413, 39.631], [-81.414, 39.616], [-81.395, 39.616], [-81.395, 39.601], [-81.357, 39.601], [-81.357, 39.593], [-81.283, 39.592], [-81.283, 39.606]]]"
297,Washington,2023,244,"[[[-81.283, 39.606], [-81.265, 39.606], [-81.266, 39.577], [-81.242, 39.579], [-81.034, 39.572], [-81.037, 39.54], [-81.074, 39.51], [-81.098, 39.487], [-81.124, 39.452], [-81.131, 39.446], [-81.169, 39.439], [-81.182, 39.431], [-81.204, 39.412], [-81.213, 39.389], [-81.22, 39.385], [-81.25, 39.388], [-81.273, 39.383], [-81.305, 39.369], [-81.349, 39.345], [-81.364, 39.341], [-81.384, 39.344], [-81.394, 39.353], [-81.406, 39.382], [-81.418, 39.398], [-81.433, 39.407], [-81.453, 39.409], [-81.464, 39.405], [-81.488, 39.38], [-81.515, 39.364], [-81.542, 39.354], [-81.553, 39.344], [-81.561, 39.309], [-81.565, 39.271], [-81.572, 39.267], [-81.596, 39.275], [-81.623, 39.275], [-81.65, 39.278], [-81.669, 39.275], [-81.686, 39.266], [-81.693, 39.254], [-81.689, 39.239], [-81.691, 39.223], [-81.721, 39.216], [-81.72, 39.271], [-81.818, 39.273], [-81.817, 39.302], [-81.835, 39.303], [-81.834, 39.317], [-81.853, 39.318], [-81.845, 39.45], [-81.825, 39.449], [-81.821, 39.494], [-81.783, 39.492], [-81.76, 39.488], [-81.76, 39.484], [-81.707, 39.482], [-81.705, 39.531], [-81.722, 39.531], [-81.723, 39.55], [-81.716, 39.564], [-81.717, 39.579], [-81.709, 39.586], [-81.689, 39.591], [-81.588, 39.587], [-81.474, 39.583], [-81.473, 39.646], [-81.452, 39.645], [-81.452, 39.631], [-81.413, 39.631], [-81.414, 39.616], [-81.395, 39.616], [-81.395, 39.601], [-81.357, 39.601], [-81.357, 39.593], [-81.283, 39.592], [-81.283, 39.606]]]"
298,Wayne,2020,339,"[[[-81.688, 40.989], [-81.648, 40.988], [-81.648, 40.914], [-81.648, 40.737], [-81.649, 40.668], [-82.126, 40.668], [-82.127, 40.778], [-82.129, 40.992], [-81.804, 40.988], [-81.688, 40.989]]]"
299,Wayne,2021,429,"[[[-81.688, 40.989], [-81.648, 40.988], [-81.648, 40.914], [-81.648, 40.737], [-81.649, 40.668], [-82.126, 40.668], [-82.127, 40.778], [-82.129, 40.992], [-81.804, 40.988], [-81.688, 40.989]]]"
300,Wayne,2022,442,"[[[-81.688, 40.989], [-81.648, 40.988], [-81.648, 40.914], [-81.648, 40.737], [-81.649, 40.668], [-82.126, 40.668], [-82.127, 40.778], [-82.129, 40.992], [-81.804, 40.988], [-81.688, 40.989]]]"
301,Wayne,2023,368,"[[[-81.688, 40.989], [-81.648, 40.988], [-81.648, 40.914], [-81.648, 40.737], [-81.649, 40.668], [-82.126, 40.668], [-82.127, 40.778], [-82.129, 40.992], [-81.804, 40.988], [-81.688, 40.989]]]"
302,Williams,2021,104,"[[[-84.343, 41.486], [-84.342, 41.428], [-84.574, 41.427], [-84.806, 41.426], [-84.807, 41.696], [-84.676, 41.701], [-84.399, 41.707], [-84.398, 41.617], [-84.381, 41.617], [-84.381, 41.514], [-84.342, 41.514], [-84.343, 41.486]]]"
303,Williams,2023,21,"[[[-84.343, 41.486], [-84.342, 41.428], [-84.574, 41.427], [-84.806, 41.426], [-84.807, 41.696], [-84.676, 41.701], [-84.399, 41.707], [-84.398, 41.617], [-84.381, 41.617], [-84.381, 41.514], [-84.342, 41.514], [-84.343, 41.486]]]"
304,Wood,2020,322,"[[[-83.415, 41.5], [-83.417, 41.327], [-83.42, 41.254], [-83.421, 41.167], [-83.535, 41.166], [-83.708, 41.168], [-83.881, 41.168], [-83.884, 41.343], [-83.883, 41.418], [-83.868, 41.417], [-83.797, 41.442], [-83.777, 41.463], [-83.755, 41.47], [-83.738, 41.483], [-83.717, 41.492], [-83.711, 41.499], [-83.708, 41.52], [-83.699, 41.534], [-83.66, 41.55], [-83.643, 41.562], [-83.609, 41.575], [-83.604, 41.584], [-83.57, 41.617], [-83.416, 41.62], [-83.415, 41.5]]]"
305,Wood,2021,382,"[[[-83.415, 41.5], [-83.417, 41.327], [-83.42, 41.254], [-83.421, 41.167], [-83.535, 41.166], [-83.708, 41.168], [-83.881, 41.168], [-83.884, 41.343], [-83.883, 41.418], [-83.868, 41.417], [-83.797, 41.442], [-83.777, 41.463], [-83.755, 41.47], [-83.738, 41.483], [-83.717, 41.492], [-83.711, 41.499], [-83.708, 41.52], [-83.699, 41.534], [-83.66, 41.55], [-83.643, 41.562], [-83.609, 41.575], [-83.604, 41.584], [-83.57, 41.617], [-83.416, 41.62], [-83.415, 41.5]]]"
306,Wood,2022,270,"[[[-83.415, 41.5], [-83.417, 41.327], [-83.42, 41.254], [-83.421, 41.167], [-83.535, 41.166], [-83.708, 41.168], [-83.881, 41.168], [-83.884, 41.343], [-83.883, 41.418], [-83.868, 41.417], [-83.797, 41.442], [-83.777, 41.463], [-83.755, 41.47], [-83.738, 41.483], [-83.717, 41.492], [-83.711, 41.499], [-83.708, 41.52], [-83.699, 41.534], [-83.66, 41.55], [-83.643, 41.562], [-83.609, 41.575], [-83.604, 41.584], [-83.57, 41.617], [-83.416, 41.62], [-83.415, 41.5]]]"
307,Wood,2023,242,"[[[-83.415, 41.5], [-83.417, 41.327], [-83.42, 41.254], [-83.421, 41.167], [-83.535, 41.166], [-83.708, 41.168], [-83.881, 41.168], [-83.884, 41.343], [-83.883, 41.418], [-83.868, 41.417], [-83.797, 41.442], [-83.777, 41.463], [-83.755, 41.47], [-83.738, 41.483], [-83.717, 41.492], [-83.711, 41.499], [-83.708, 41.52], [-83.699, 41.534], [-83.66, 41.55], [-83.643, 41.562], [-83.609, 41.575], [-83.604, 41.584], [-83.57, 41.617], [-83.416, 41.62], [-83.415, 41.5]]]"
308,Wyandot,2023,0,"[[[-83.113, 40.993], [-83.112, 40.972], [-83.111, 40.703], [-83.193, 40.702], [-83.247, 40.703], [-83.305, 40.702], [-83.305, 40.687], [-83.42, 40.687], [-83.44, 40.687], [-83.44, 40.702], [-83.497, 40.702], [-83.496, 40.818], [-83.516, 40.818], [-83.515, 40.905], [-83.477, 40.905], [-83.477, 40.948], [-83.458, 40.949], [-83.456, 40.992], [-83.42, 40.992], [-83.329, 40.993], [-83.113, 40.993]]]"
